price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,condition,grade,sqft_above,sqft_basement,yr_built,lat,longs
405000.0,3,1.0,1460,10000,1.5,0,3,7,1460,0,2002,47.6214,-122.063
385000.0,3,1.5,1360,2030,3.0,0,3,8,1360,0,2008,47.6961,-122.349
599832.0,3,2.75,3230,5200,2.0,0,3,9,2680,550,2014,47.519,-121.878
460000.0,4,1.75,1870,8663,1.0,0,5,7,1870,0,1949,47.7366,-122.35
812500.0,4,2.75,2810,10300,1.0,0,4,9,1810,1000,1978,47.5626,-122.149
440000.0,4,2.5,2350,7203,2.0,0,3,8,2350,0,1989,47.5123,-122.151
431500.0,2,2.0,1370,4866,1.0,0,3,8,1370,0,2005,47.704,-122.012
399000.0,4,1.0,1500,6388,1.5,0,4,7,1500,0,1951,47.5303,-122.378
345000.0,3,2.25,2120,15003,2.0,0,3,7,2120,0,1984,47.4745,-122.12
392000.0,3,1.0,1090,6125,1.0,0,4,6,790,300,1945,47.5343,-122.37
130000.0,2,1.0,840,6654,1.0,0,3,7,840,0,1951,47.7319,-122.335
242000.0,3,1.75,1280,7524,1.5,0,4,7,1280,0,1988,47.3961,-122.188
221000.0,3,2.25,1430,5999,2.0,0,3,7,1430,0,1987,47.3116,-122.358
344950.0,3,1.75,1870,7500,1.0,0,5,8,1320,550,1978,47.4428,-122.134
454900.0,3,1.75,2130,9775,1.0,0,4,8,1430,700,1973,47.5326,-122.049
935100.0,4,3.5,3200,8049,1.0,0,3,8,2700,500,1980,47.5841,-122.172
430000.0,3,1.0,980,7200,1.0,0,4,7,980,0,1950,47.5718,-122.395
619000.0,5,3.5,2950,2932,3.0,0,3,8,2950,0,2004,47.5923,-122.298
590000.0,4,2.5,2240,9385,2.0,0,3,8,2240,0,1991,47.7125,-122.332
620000.0,3,2.5,2480,9041,2.0,0,3,7,2480,0,2004,47.6797,-122.035
268500.0,3,2.25,1140,977,2.0,0,3,7,850,290,2008,47.5439,-122.375
370000.0,4,2.5,2710,5880,2.0,0,3,9,2710,0,1998,47.3314,-122.172
285000.0,4,2.5,1870,8190,1.0,0,3,7,1100,770,1977,47.4521,-122.161
415000.0,3,1.75,2000,8400,1.5,0,4,8,2000,0,1959,47.7535,-122.334
335000.0,3,1.0,1060,10050,1.0,0,4,7,1060,0,1967,47.7355,-122.231
375000.0,3,1.5,1630,16170,1.0,0,3,7,1630,0,1988,47.7104,-122.235
329950.0,4,2.5,1920,4600,2.0,0,3,7,1920,0,2002,47.3795,-122.023
294000.0,3,1.0,1320,9520,1.0,0,3,7,990,330,1953,47.4857,-122.253
490000.0,3,1.75,1560,9247,1.0,0,3,7,1160,400,1989,47.6954,-122.174
185000.0,2,1.0,1390,11340,1.0,0,4,7,1390,0,1969,47.4969,-122.3
361500.0,2,1.0,840,3860,1.0,0,4,6,840,0,1909,47.6842,-122.365
855000.0,4,2.75,2600,5390,1.0,0,4,8,1300,1300,1960,47.6382,-122.397
294350.0,3,1.0,1410,5120,1.5,0,3,6,1210,200,1925,47.5238,-122.355
427000.0,3,1.75,1300,5111,1.0,0,4,7,1300,0,1959,47.7005,-122.314
311000.0,3,1.75,1900,3000,1.5,0,5,7,1070,830,1903,47.5255,-122.265
302500.0,3,2.25,3100,11985,1.0,0,4,7,1790,1310,1963,47.3825,-122.31
204950.0,4,1.75,1740,9344,1.0,0,3,7,1180,560,1978,47.3196,-122.399
198000.0,3,1.5,1430,7347,1.0,0,3,7,820,610,1980,47.2927,-122.369
292500.0,3,2.25,1390,6004,2.0,0,3,8,1390,0,1993,47.3536,-122.047
364950.0,3,2.25,2520,6170,2.0,0,3,7,1850,670,2003,47.3522,-122.042
289000.0,3,2.25,1670,6600,2.0,0,4,7,1670,0,1990,47.3604,-122.089
230000.0,3,1.5,1900,9630,1.0,0,3,8,1900,0,1967,47.3352,-122.344
565000.0,5,3.0,2560,12480,1.0,0,3,8,1590,970,2012,47.7657,-122.284
599000.0,5,2.25,2460,8710,1.0,0,4,8,1330,1130,1976,47.6651,-122.15
600000.0,2,1.0,1410,4500,1.0,0,3,7,1020,390,1939,47.6883,-122.384
386500.0,4,1.0,1400,3600,1.0,0,4,6,700,700,1901,47.5972,-122.295
526000.0,3,1.0,1320,5250,1.5,0,5,7,1320,0,1913,47.5566,-122.378
485000.0,4,2.75,1830,8384,1.0,0,3,7,1320,510,1979,47.733,-122.22
389950.0,4,2.5,2240,5500,2.0,0,3,8,2240,0,2013,47.496,-122.169
340000.0,3,2.5,2480,6112,2.0,0,3,7,2480,0,2004,47.4387,-122.114
599950.0,3,3.25,1830,1804,3.0,0,3,8,1830,0,2014,47.6945,-122.377
207000.0,3,1.0,860,7740,1.0,0,3,6,860,0,1960,47.4906,-122.244
585000.0,3,1.0,1350,4800,1.5,0,3,7,1350,0,1928,47.5749,-122.412
350000.0,3,1.75,1820,9545,1.0,0,3,7,1230,590,1976,47.7772,-122.296
375000.0,4,2.75,1890,5240,1.0,0,3,7,980,910,1981,47.5528,-122.356
465000.0,2,1.5,1120,1201,3.0,0,3,8,1120,0,1999,47.6524,-122.353
470000.0,4,1.0,2590,18224,1.5,0,4,7,2000,590,1911,47.5318,-122.286
173250.0,3,1.0,990,12696,1.5,0,3,7,990,0,1936,47.4776,-122.279
555750.0,3,1.0,1060,4880,1.0,0,2,6,910,150,1913,47.5545,-122.288
695000.0,4,2.5,2830,14538,2.0,0,3,8,2830,0,2003,47.5405,-121.882
291700.0,3,2.5,1970,4120,1.5,0,3,6,1230,740,1927,47.5328,-122.346
213950.0,3,1.0,1430,7000,1.0,0,3,6,1430,0,1968,47.3018,-122.369
705000.0,2,2.5,2305,5580,1.0,0,3,8,2305,0,2007,47.7203,-122.024
1135000.0,4,3.25,2960,4296,2.0,0,3,9,2190,770,2007,47.6526,-122.372
185000.0,1,1.0,720,5000,1.0,0,4,6,720,0,1908,47.5289,-122.272
154000.0,3,3.0,1530,9997,1.0,0,3,6,1020,510,1992,47.2861,-122.252
635000.0,4,2.5,2570,27972,2.0,0,3,8,2570,0,1997,47.6343,-121.969
717550.0,3,3.5,2840,4468,3.0,0,3,10,2840,0,2006,47.7069,-122.117
435000.0,3,1.75,2030,13700,1.0,0,3,8,1630,400,1976,47.7726,-122.197
775000.0,4,2.5,2300,6158,2.0,0,3,9,2300,0,1999,47.6943,-122.299
550000.0,3,1.75,2910,35200,1.5,0,3,8,2910,0,1979,47.5747,-122.035
519000.0,3,1.75,2000,5680,1.0,0,4,7,1080,920,1903,47.6805,-122.366
500000.0,3,2.75,3410,9360,1.5,0,4,8,3410,0,1967,47.4497,-122.147
333800.0,5,3.0,1980,3868,1.0,0,3,7,1220,760,1990,47.5173,-122.275
676000.0,3,2.5,2240,3825,2.0,0,3,7,2240,0,1995,47.6786,-122.389
231000.0,3,2.0,1640,4875,1.0,0,4,7,1040,600,1977,47.3661,-122.094
637250.0,4,2.5,2120,3220,2.0,0,3,9,2120,0,2005,47.6662,-122.083
839950.0,4,2.75,3010,7200,2.0,0,3,9,3010,0,2014,47.6948,-122.179
505000.0,3,1.0,1100,5400,1.5,0,3,7,1100,0,1908,47.6604,-122.396
467000.0,4,2.5,2220,7210,1.0,0,3,7,1270,950,1973,47.7428,-122.183
918000.0,5,3.5,3920,5150,2.0,0,3,9,2820,1100,2004,47.6638,-122.084
589000.0,3,2.5,2940,4799,1.0,0,3,9,1710,1230,1996,47.6681,-122.184
499950.0,3,1.75,2060,3500,1.0,0,5,7,1030,1030,1951,47.5635,-122.282
310000.0,1,0.75,520,2885,1.0,0,4,6,520,0,1947,47.6886,-122.378
725000.0,4,2.5,2870,5118,2.0,0,3,9,2870,0,2006,47.5544,-121.99
395000.0,2,1.0,1320,1824,1.5,0,4,6,1320,0,1909,47.585,-122.294
160000.0,4,1.0,1520,7298,1.5,0,3,7,1520,0,1960,47.3706,-122.31
175000.0,2,1.0,800,7150,1.0,0,3,5,800,0,1933,47.3788,-122.224
587000.0,4,2.75,3190,8737,2.0,0,3,9,3190,0,2006,47.523,-121.877
258000.0,3,2.0,1790,7879,1.5,0,3,7,1790,0,1998,47.2634,-122.289
660000.0,3,3.0,2340,2970,2.0,0,5,8,2160,180,1925,47.6868,-122.348
425000.0,2,2.0,1440,6677,1.0,0,3,7,870,570,1952,47.5513,-122.264
615000.0,3,3.0,1420,991,2.0,0,3,8,1040,380,2005,47.6408,-122.327
425000.0,4,1.0,1260,7645,1.5,0,3,6,1260,0,1925,47.5044,-122.35
329950.0,3,1.0,1750,7800,1.0,0,4,7,1150,600,1956,47.4596,-122.343
587100.0,3,2.25,1670,6414,1.0,0,4,8,1670,0,1961,47.6921,-122.386
655000.0,3,2.5,2370,7916,2.0,0,3,9,2370,0,1990,47.528,-122.171
495000.0,2,1.75,1850,2530,2.5,0,4,7,1850,0,1903,47.6106,-122.31
390000.0,4,2.5,2610,7227,2.0,0,3,9,2610,0,2011,47.314,-122.023
297500.0,4,2.5,1910,5000,2.0,0,3,7,1910,0,2005,47.3608,-122.036
511000.0,5,2.5,3361,6983,2.0,0,3,10,3361,0,2006,47.3427,-122.169
191000.0,3,1.0,840,5525,1.0,0,5,6,840,0,1969,47.3607,-122.085
560000.0,3,2.0,1640,7333,1.0,0,4,7,1020,620,1941,47.5636,-122.316
325000.0,4,2.5,1820,9161,1.0,0,4,7,1220,600,1975,47.4333,-122.168
248500.0,2,1.0,720,5160,1.0,0,3,6,720,0,1949,47.5274,-122.357
525000.0,4,2.0,2680,14157,1.0,0,3,8,1460,1220,1966,47.4286,-122.292
453500.0,5,2.5,2300,23345,1.0,0,5,7,1170,1130,1967,47.4739,-122.114
479000.0,2,2.25,1230,932,2.0,0,3,8,1020,210,2004,47.6192,-122.301
375000.0,3,2.25,1140,1557,3.0,0,3,8,1140,0,2007,47.6947,-122.342
559500.0,4,1.75,1650,7088,1.0,0,3,8,1650,0,1973,47.5688,-122.087
410000.0,3,2.5,1420,1269,3.0,0,3,7,1420,0,2007,47.6904,-122.342
585000.0,4,2.5,2160,8158,1.0,0,4,8,1660,500,1952,47.6948,-122.328
750000.0,4,2.75,2640,3750,2.0,0,5,7,1840,800,1911,47.6783,-122.363
500000.0,3,1.5,2150,4000,1.5,0,3,7,1470,680,1928,47.5733,-122.312
375000.0,3,2.0,1410,10078,1.0,0,4,6,1410,0,1983,47.7587,-122.144
690000.0,5,3.5,2720,7598,2.0,0,3,8,1860,860,1993,47.6931,-122.283
425000.0,3,2.25,1570,7475,1.0,0,4,7,1200,370,1983,47.7223,-122.174
329000.0,3,1.0,1200,5650,1.5,0,3,7,1200,0,1928,47.5065,-122.249
549000.0,3,1.75,1540,1044,3.0,0,3,8,1540,0,2014,47.6765,-122.32
315000.0,5,3.0,2110,10766,2.0,0,3,7,2110,0,2005,47.3599,-122.176
420000.0,3,2.25,1770,8165,2.0,0,3,7,1770,0,1977,47.7166,-122.236
307450.0,4,2.75,2690,8874,1.0,0,3,8,1370,1320,1980,47.3078,-122.383
185000.0,5,1.75,1990,27810,1.0,0,3,7,1990,0,1955,47.3325,-122.35
338000.0,4,2.5,2370,10631,2.0,0,3,8,2370,0,1999,47.3473,-122.302
265000.0,3,1.5,1290,7100,1.0,0,3,6,1290,0,1954,47.4227,-122.332
389000.0,3,1.0,1280,9630,1.0,0,3,7,1280,0,1968,47.7677,-122.163
589950.0,3,2.75,1670,1350,3.0,0,3,9,1350,320,2014,47.5763,-122.408
535800.0,4,2.5,1900,5790,2.0,0,3,8,1900,0,1994,47.5691,-121.996
375000.0,2,1.0,940,9839,1.0,0,3,6,940,0,1910,47.5379,-122.386
353900.0,3,1.75,1560,5760,1.0,0,5,6,780,780,1927,47.5272,-122.359
258000.0,2,1.0,750,7000,1.0,0,3,6,750,0,1932,47.5655,-121.89
1112750.0,5,3.5,3090,3600,2.0,0,3,9,2060,1030,2000,47.6217,-122.309
715000.0,4,2.25,2460,40635,1.0,0,5,8,2460,0,1968,47.6627,-122.032
589999.0,3,2.5,2140,3628,2.0,0,3,8,1960,180,2006,47.537,-122.074
230000.0,3,1.5,1630,6625,1.0,0,5,7,980,650,1980,47.29,-122.368
715500.0,3,2.25,2410,9668,1.0,1,4,8,1540,870,1965,47.6996,-122.391
588000.0,3,1.0,1910,8167,1.0,0,4,8,1270,640,1951,47.7004,-122.368
475226.0,3,2.5,2120,4512,2.0,0,3,8,2120,0,1988,47.75,-122.183
299900.0,3,1.75,1730,9893,1.0,0,4,9,1730,0,1988,47.3747,-122.164
267500.0,3,2.25,1860,12000,1.0,0,4,7,1860,0,1976,47.2942,-122.19
360000.0,4,1.75,1750,18810,1.0,0,3,7,1220,530,1977,47.4719,-122.074
360000.0,3,1.0,1050,9206,1.5,0,3,7,1050,0,1954,47.7071,-122.301
803000.0,2,1.0,1440,33747,1.5,0,3,7,1440,0,1928,47.7223,-122.209
250000.0,2,1.0,670,4640,1.0,0,3,6,670,0,1943,47.53,-122.351
210000.0,4,1.75,2180,28710,1.0,0,3,8,1180,1000,1950,47.405,-122.288
357500.0,3,1.0,1450,8100,1.0,0,3,6,1450,0,1952,47.7027,-122.289
115000.0,2,1.0,940,6000,1.0,0,3,6,940,0,1943,47.4907,-122.336
561500.0,4,2.25,2310,9800,1.0,0,3,8,1780,530,1968,47.6657,-122.178
380000.0,3,1.5,1520,4288,1.0,0,3,7,1020,500,1949,47.5284,-122.387
630000.0,3,1.75,1540,6930,1.0,0,3,7,1250,290,1944,47.6782,-122.278
505000.0,4,2.75,2980,9825,1.0,0,3,8,1910,1070,2007,47.5073,-122.172
850000.0,5,3.5,3450,28324,1.0,0,5,8,2350,1100,1972,47.6991,-122.196
652000.0,3,2.0,1700,4080,1.0,0,4,7,850,850,1941,47.6785,-122.393
375000.0,4,1.5,1430,7232,1.5,0,3,7,1430,0,1948,47.7197,-122.328
386591.0,3,2.5,1690,1613,2.0,0,3,8,1150,540,2014,47.5518,-121.998
208000.0,3,1.0,1300,7420,1.0,0,4,6,1300,0,1960,47.2899,-122.219
523000.0,3,2.5,2400,6182,2.0,0,3,8,2400,0,1998,47.5363,-121.87
427200.0,3,1.0,1030,8400,1.0,0,4,7,1030,0,1963,47.5364,-122.173
225000.0,3,1.75,1370,10866,1.0,0,4,6,1370,0,1945,47.6774,-122.164
250000.0,3,2.0,1440,5457,2.0,0,3,7,1440,0,1986,47.3784,-122.046
717000.0,4,2.5,2540,4241,2.0,0,3,8,2540,0,2009,47.7073,-122.112
479990.0,3,2.5,2010,2386,2.0,0,3,8,1390,620,2014,47.5525,-121.998
406000.0,3,1.5,1370,7853,1.0,0,4,7,1370,0,1962,47.5409,-122.18
197000.0,2,1.0,770,8636,1.0,0,2,6,770,0,1951,47.5075,-122.358
242000.0,2,1.0,960,21850,1.0,0,3,6,960,0,1947,47.4122,-122.267
392000.0,4,2.5,2130,4028,2.0,0,3,8,2130,0,2014,47.5108,-122.363
280000.0,3,1.0,1200,9322,1.5,0,4,7,1200,0,1954,47.3749,-122.225
680000.0,3,2.25,2270,23900,1.0,0,3,9,1820,450,1975,47.7506,-122.372
259250.0,3,1.0,940,5904,1.0,0,3,6,940,0,1947,47.699,-122.35
389000.0,2,2.0,1200,7131,1.0,0,3,8,1200,0,2006,47.7199,-122.022
577000.0,3,1.75,1760,12874,1.0,0,4,7,1230,530,1967,47.5906,-122.167
305000.0,2,1.0,1290,3383,2.0,0,3,7,1290,0,2008,47.6968,-122.025
445000.0,3,2.5,1730,4408,2.0,0,3,8,1730,0,1996,47.5683,-122.005
396000.0,3,1.75,2340,5668,1.0,0,4,6,1200,1140,1941,47.5588,-122.364
800000.0,4,2.5,3691,11088,2.0,1,3,8,3691,0,2013,47.6122,-122.059
350000.0,3,1.0,1540,9800,1.0,0,4,7,1540,0,1950,47.7604,-122.329
435000.0,4,2.0,2630,9663,1.0,1,4,8,1330,1300,1956,47.4841,-122.19
246500.0,3,1.5,1270,11600,1.0,0,4,7,1270,0,1964,47.4075,-122.196
490000.0,4,2.25,2020,4960,2.0,0,3,7,1710,310,1938,47.6867,-122.369
397000.0,4,2.5,3000,8584,2.0,0,3,7,3000,0,2003,47.369,-122.032
496700.0,3,2.5,1740,5782,2.0,0,4,8,1740,0,1989,47.5783,-122.001
980000.0,4,1.75,2260,17711,1.0,1,4,9,2260,0,1968,47.5498,-122.214
239000.0,4,2.0,1980,10585,1.5,0,2,6,1980,0,1924,47.4836,-122.214
389000.0,3,1.75,1400,10018,1.0,0,4,7,1400,0,1962,47.5327,-122.032
552700.0,2,1.0,1100,2800,1.0,0,3,7,1100,0,1925,47.6361,-122.371
533000.0,3,1.0,1670,4080,1.0,0,3,7,1170,500,1967,47.6899,-122.321
315000.0,3,2.5,1570,2865,2.0,0,3,7,1570,0,2003,47.5412,-122.288
439950.0,2,1.75,1210,3000,1.0,0,5,7,910,300,1906,47.6789,-122.365
525000.0,4,2.5,3670,9958,2.0,0,3,10,3670,0,2005,47.4617,-122.159
450000.0,3,2.25,2530,27227,2.0,0,3,8,2530,0,1987,47.527,-122.193
290000.0,3,1.0,1150,8145,1.0,0,4,6,990,160,1932,47.7471,-122.317
545000.0,3,1.0,1510,5000,1.5,0,3,7,1510,0,1909,47.6708,-122.297
249000.0,2,1.5,1090,2686,2.0,0,3,7,1090,0,1982,47.717,-122.19
445000.0,4,2.5,2340,3784,2.0,0,3,8,2340,0,2008,47.535,-122.348
365000.0,2,1.0,990,8250,1.0,0,3,7,990,0,1955,47.7252,-122.331
431000.0,3,2.25,2360,14950,1.0,0,4,9,2360,0,1978,47.3856,-122.158
369950.0,3,2.5,1360,3718,2.0,0,3,7,1360,0,1987,47.6827,-122.097
425000.0,3,1.75,1380,8182,1.0,0,5,7,1380,0,1942,47.7513,-122.349
568000.0,3,2.0,2350,5080,1.5,0,3,8,1780,570,1929,47.5516,-122.263
580000.0,3,1.75,1850,5100,1.0,0,3,7,1020,830,1909,47.6605,-122.326
465000.0,3,2.5,1600,1311,3.0,0,3,8,1600,0,2005,47.6903,-122.394
345000.0,3,2.0,1430,4200,1.0,0,4,7,830,600,1908,47.6462,-122.384
779000.0,3,2.5,1580,1487,3.0,1,3,9,1580,0,2009,47.6276,-122.359
539950.0,3,2.25,2190,7149,1.0,1,4,8,1240,950,1963,47.5243,-122.204
247500.0,3,1.75,1960,15681,1.0,0,3,7,1960,0,1967,47.3576,-122.277
421000.0,3,2.5,2890,21780,2.0,0,3,8,2890,0,2000,47.4326,-122.286
650000.0,3,2.5,1480,2159,3.0,0,3,8,1480,0,2007,47.6533,-122.341
448500.0,3,1.75,1300,4800,2.0,1,4,7,1300,0,1912,47.5457,-122.383
212000.0,1,1.0,620,7620,1.0,0,3,6,620,0,1926,47.4697,-122.349
300000.0,3,2.0,720,7598,1.0,0,5,6,720,0,1947,47.5483,-122.36
234000.0,3,1.0,960,9624,1.0,0,3,7,960,0,1953,47.7758,-122.301
395000.0,5,2.5,2820,6305,2.0,0,3,8,2820,0,2003,47.2616,-122.296
670000.0,4,2.5,2570,9086,2.0,0,3,9,2570,0,1999,47.6373,-122.064
480000.0,3,2.5,2980,7338,2.0,0,3,8,2980,0,2006,47.437,-122.207
369950.0,2,2.75,1370,1140,2.0,0,3,8,1080,290,2009,47.7053,-122.342
394000.0,3,2.5,2550,5349,2.0,0,3,7,2550,0,2004,47.3504,-122.026
445000.0,4,2.5,2760,8558,2.0,0,3,7,2760,0,2001,47.4802,-122.189
353000.0,3,1.0,1350,7740,1.0,0,4,6,860,490,1947,47.7098,-122.291
940000.0,4,3.0,2720,11740,1.0,0,5,9,2720,0,1957,47.5833,-122.242
349950.0,3,2.5,1700,7496,2.0,0,3,8,1700,0,1994,47.432,-122.189
590000.0,4,2.5,2340,8971,2.0,0,3,9,2340,0,1987,47.5679,-122.011
549000.0,2,1.0,1510,11165,1.5,0,4,7,1510,0,1921,47.7212,-122.331
463000.0,3,2.0,1590,5009,2.0,0,4,6,1590,0,1985,47.7012,-122.322
310000.0,3,2.5,1760,10137,2.0,0,3,8,1760,0,2010,47.355,-122.059
285000.0,2,1.0,920,5850,1.0,0,4,6,920,0,1900,47.5441,-122.304
610000.0,3,1.75,1110,10402,1.0,0,4,7,1110,0,1967,47.5676,-122.177
320000.0,2,1.0,850,8400,1.0,0,4,6,850,0,1941,47.4696,-122.359
325000.0,3,1.0,950,4500,1.0,0,4,6,950,0,1943,47.5273,-122.265
400000.0,4,3.0,1810,5012,2.0,0,4,7,1810,0,1997,47.5691,-122.292
253000.0,2,1.0,1310,7128,1.0,0,4,7,940,370,1980,47.3958,-122.189
306000.0,3,2.5,2588,5702,2.0,0,3,8,2588,0,2008,47.3453,-122.151
362500.0,4,1.75,1450,8450,1.0,0,3,7,1450,0,1960,47.5289,-122.028
807000.0,3,2.5,1940,4000,2.0,0,4,9,1940,0,2000,47.659,-122.398
952000.0,3,3.5,2760,4500,2.0,0,3,9,2120,640,2004,47.6529,-122.372
650000.0,3,1.75,2140,9484,1.0,0,3,7,1290,850,1953,47.6234,-122.191
579500.0,3,1.75,1250,4120,1.0,0,4,7,980,270,1925,47.685,-122.36
399950.0,3,1.0,1040,9600,1.0,0,3,7,1040,0,1978,47.6738,-122.063
762500.0,4,2.25,3130,41382,2.0,0,3,9,3130,0,1986,47.6683,-122.034
497000.0,3,2.25,1460,1353,2.0,0,3,8,1050,410,2012,47.5774,-122.412
160000.0,3,1.5,960,6497,1.0,0,4,7,960,0,1970,47.3018,-122.378
505000.0,4,2.5,2420,5006,2.0,0,3,8,2420,0,2013,47.4795,-122.126
645000.0,3,2.5,2170,1984,2.5,0,3,8,2170,0,2008,47.5401,-122.027
359000.0,4,3.5,2770,8763,2.0,0,3,8,2100,670,1996,47.2625,-122.308
195000.0,3,1.5,1200,7800,1.0,0,4,7,1200,0,1958,47.3137,-122.212
675900.0,3,2.5,2920,9096,2.0,0,3,9,2920,0,2013,47.4855,-122.149
272000.0,3,2.0,1200,5700,1.0,0,5,7,1200,0,1942,47.5031,-122.242
639950.0,2,1.75,1780,4520,1.0,0,5,7,890,890,1925,47.5798,-122.404
330000.0,2,1.0,950,3090,1.0,0,4,6,950,0,1909,47.551,-122.276
890000.0,4,2.25,2770,13500,2.0,0,3,8,2770,0,1974,47.543,-122.231
595000.0,4,1.75,1880,4080,1.0,0,3,7,940,940,1924,47.6754,-122.327
874000.0,4,2.75,2860,6867,1.0,1,5,7,1560,1300,1946,47.6723,-122.263
361000.0,5,2.75,2380,7500,1.0,0,3,7,1300,1080,1984,47.5009,-122.235
594866.0,3,3.0,2780,6000,2.0,0,3,9,2780,0,2013,47.5184,-121.886
570500.0,2,1.0,1380,1800,2.0,0,3,7,1080,300,1954,47.6416,-122.361
506000.0,2,1.0,1570,8210,1.0,0,4,8,1150,420,1952,47.7221,-122.371
420550.0,4,2.0,1370,8100,1.0,0,2,7,1370,0,1947,47.749,-122.312
424950.0,2,1.5,1000,1188,3.0,0,3,8,1000,0,2005,47.6823,-122.327
120000.0,3,1.0,1150,8924,1.0,0,3,6,1150,0,1943,47.3865,-122.217
710000.0,4,1.75,2120,5400,1.0,0,4,8,1060,1060,1941,47.6501,-122.395
157500.0,2,1.0,740,9003,1.0,0,3,5,740,0,1949,47.4217,-122.197
339950.0,3,2.5,2140,7641,1.0,0,3,8,1290,850,1979,47.5053,-122.186
349900.0,3,2.5,1580,2765,2.0,0,3,8,1580,0,2011,47.5444,-122.369
465000.0,1,1.0,1020,3200,1.0,0,3,7,1020,0,1927,47.6361,-122.343
295950.0,2,1.0,1190,6200,1.0,0,3,7,1190,0,1948,47.7634,-122.34
425000.0,2,1.0,1320,8830,1.0,0,3,7,1020,300,1939,47.6433,-122.404
480000.0,4,2.5,2430,5000,2.0,0,3,7,2430,0,2009,47.515,-121.873
442000.0,4,1.5,1960,12688,1.5,0,4,7,1960,0,1962,47.6304,-122.097
431000.0,3,1.0,1810,7200,1.0,0,4,7,1130,680,1954,47.7493,-122.351
316000.0,2,2.0,860,3000,1.0,0,3,6,860,0,1906,47.5633,-122.288
100000.0,4,1.0,1120,2685,1.0,0,3,5,860,260,1939,47.4904,-122.203
581000.0,4,1.75,2090,8164,1.0,0,4,8,1070,1020,1963,47.6715,-122.155
484998.0,4,2.5,1540,1870,2.0,0,3,8,1540,0,2014,47.5524,-121.999
355000.0,3,1.75,2040,22693,1.0,0,4,8,2040,0,1980,47.3519,-122.14
330000.0,4,1.75,1720,8300,1.0,0,4,8,1720,0,1965,47.4654,-122.194
427000.0,4,2.5,1600,14000,1.0,0,3,8,1310,290,1950,47.7258,-122.326
775000.0,4,2.5,2540,28563,1.0,0,3,10,2540,0,1984,47.7185,-122.114
885000.0,4,2.5,2830,5000,2.0,0,3,9,2830,0,1995,47.6597,-122.29
518000.0,4,2.5,2790,9910,2.0,0,3,8,2790,0,2003,47.4891,-122.141
449000.0,2,1.75,1510,6852,1.0,0,3,8,1510,0,2005,47.7073,-122.012
225000.0,2,1.0,940,15000,1.0,0,3,7,940,0,1960,47.4312,-122.195
350000.0,3,3.25,1600,1298,3.0,0,3,8,1600,0,1999,47.6954,-122.375
643002.0,3,2.5,1770,3744,1.5,0,3,7,1270,500,1929,47.6807,-122.364
280000.0,3,2.0,1790,42399,1.0,0,4,7,1790,0,1990,47.3143,-122.134
438000.0,5,2.5,1990,6840,2.0,0,4,7,1990,0,1974,47.7162,-122.166
480000.0,2,2.0,1140,12000,1.0,0,3,6,1140,0,1943,47.5277,-122.031
272000.0,3,2.5,1790,6371,2.0,0,3,8,1790,0,1998,47.3291,-122.168
499950.0,3,1.0,1440,5580,1.5,0,3,7,1440,0,1908,47.6898,-122.326
459500.0,2,1.5,1170,1079,3.0,0,3,7,1170,0,2003,47.6607,-122.333
234900.0,3,1.0,1250,8000,1.0,0,3,7,1250,0,1956,47.5065,-122.337
216500.0,2,1.75,1390,4482,1.0,0,4,8,1390,0,1980,47.3785,-122.32
380000.0,3,2.0,2010,16736,2.0,0,4,6,2010,0,1929,47.7643,-122.352
255000.0,3,1.75,1590,7810,1.0,0,4,7,1590,0,1959,47.2932,-122.22
231500.0,4,2.25,2080,7526,1.0,0,4,7,1280,800,1985,47.3762,-122.183
210000.0,4,1.5,1920,10403,1.0,0,3,7,1370,550,1959,47.2987,-122.366
360000.0,4,2.5,2000,5500,2.0,0,3,8,2000,0,2003,47.3552,-122.014
541338.0,3,2.5,2060,8123,2.0,0,3,8,1010,1050,1977,47.6642,-122.13
615000.0,4,2.25,1780,10260,2.0,0,3,8,1780,0,1971,47.6647,-122.142
235000.0,2,1.0,910,7617,1.0,0,3,6,910,0,1936,47.7332,-122.305
225000.0,3,1.0,1250,7820,1.0,0,3,7,1250,0,1967,47.3397,-122.291
255000.0,3,1.0,1440,11330,1.0,0,3,7,1440,0,1965,47.4742,-122.265
375000.0,3,2.5,1530,1131,3.0,0,3,8,1530,0,2009,47.6993,-122.346
431000.0,3,2.5,1690,2752,2.0,0,3,8,1690,0,1979,47.6332,-122.108
665000.0,4,2.5,2510,5936,2.0,0,3,9,2510,0,1998,47.5847,-122.032
249950.0,3,1.5,1450,6875,1.0,0,4,7,1450,0,1961,47.4205,-122.316
632500.0,4,2.0,1770,5000,2.0,0,4,7,1770,0,1906,47.6748,-122.386
499000.0,3,2.5,1690,4851,2.0,0,3,7,1690,0,2004,47.6795,-122.034
175000.0,3,1.0,1460,11880,1.0,0,2,7,1460,0,1961,47.3762,-122.219
389000.0,3,1.75,1820,8028,1.0,0,3,7,1220,600,1980,47.7466,-122.355
200000.0,3,1.0,1200,10703,1.5,0,2,7,1200,0,1918,47.5209,-122.28
550000.0,3,2.5,1550,1092,3.0,0,3,8,1390,160,2004,47.6355,-122.324
671500.0,5,2.75,2160,4000,1.5,0,5,7,1530,630,1927,47.667,-122.289
